pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,format,source,order,layout,text,thumbnail,full,manifest,collection
01007ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1007,cmhc_item,"Gellings, William  Gelstrap, R.  George, George, George, George, George, George, George,  George,  Charles  Ge Ka  Hattte  Jonas  Ra Pe  Re Pao  Rebecca  -William  Germaine, Elise  Germaine, Harry  ‘Germaine, Harry  Germaine, Jennie  Germaine, John  Germaine, M. B.  Gerrans, Gerrans, Gerrans, Gerrans, Gerrans,  Gerrans,  Jennie John Katie Laura Mary  Mary Ann  Gers, Sophia  Gerst, William  Gertler, Gibbons, Gibbons s  Gibbons,  Charles  Bridget  . Bridget  De  30 30 25 29 40 24  24  31 10  28  27  37 L5  39  35 17 22 40 31 32 13  26  S Fa of fF FS te te tt RS te RF RF Ft RF RF + RF tt KR FR RF t RF EF KF ER  Nu NHN NH FH SF SF F HF SF NH NBS NY YB &  N  Oo fF £F F&F F&F & WY WN  yb FF ND AD A  10  - 60 20.  59.  13  30 .  60  13  18.  18. 18.  18 18 .  °39.  39  - 39. 39.  .39.  39  31.  15  16.  46  24  39  47  40  31  43  41  21  1  LO  22 19  24  '. 23  - 20  21 32  350  4S  49 ","/img/derivatives/iiif/images/01007ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01007ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01007ci/manifest.json,census
01008ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1008,cmhc_item,"Gibbons, Gibbons, Gibbons, Gibbons, Gibbons, Gibler,  Giboney, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson, Gibson,  Gibson,  James  John  Me  . Marsella  Winnie Frank ‘Harry . Ada A. .  Amelia  . Catherine  Cornelius  David  Frank Fred George - George M, Harold . Laura Margaret May A.  W. Le  Giese, Bertha (Geas)  Giese, Charles (Geas)  Giffen,  Gthigan,  Gilbert,  Gilbert,  O. B.  John     A.  Alexander  14  35  50  37 18 24 27 37 39  40  31  34  ~  - FF oO  37 29 33 26 32 25 28  32  Ss F + RF RF 8 SF ZF HH FH HY RF RK KF BF RF SF HT te He RF RF te FH BF FR  =  oO mA um UU UN iH  -~ wu ui  -  VU WwW WwW Ww Ww W WwW  Oo A Ff F WwW FSF F  12 26 39 13  13  39 13  77.  26  26.  26  39.  13 26 24 38 38  70  48.  93 24  31  20  47  27  26  - 29  44 46 48  30  28 49  26  32  47 43 36  24 ","/img/derivatives/iiif/images/01008ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01008ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01008ci/manifest.json,census
01009ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1009,cmhc_item,"Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilbert, Gilborn, Gildea, Gildea, Gildea, Gildea, Gildea, Gildea, Gildea, Gildea, Gildea, Gildea,  Gildey,  Ed. - Frank Fred Harry J. E. James Jane Johanna John John Katie Se A. William  Paul  Bridget Catherine James James John Lizzte Nellie Patrick Thomas  Ann  Gildford, Edward  Gildner,  James  20 38 28 25 33 28 13 40 44 18 25 60 15  30  43 22 44  18  10m 13 16 11 20 38  37  ”y £ S & & S&F  x &§ 4S FF S&F 3S FY KF FF SF FH HSH FF RF KR FH FH KF KF SF  =  WwW Ww WwW  = Ww Wo  a wm w wi Ww Wn uw Wi uw wo Ou  ~  wi  48  72  . 16  48 .  53  34 .18 18. 18  . 18  93  38  -18 -53 14 .14 -14 -L4 14  14  14  14  14 14. i.  42.  TRE  39  . 35  22  42  49  18  I5  14  -16  37  ak ‘TZ  19 43  37  38  36 39 44 45  Al  40  - 42  13  10  24 ","/img/derivatives/iiif/images/01009ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01009ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01009ci/manifest.json,census
00101ci,1870 Lake County Census,1870ci,,,,,,,2023-01-29,,,101,cmhc_item,,"/img/derivatives/iiif/images/00101ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/00101ci/full/1140,/0/default.jpg",/img/derivatives/iiif/00101ci/manifest.json,census
01010ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1010,cmhc_item,"Giles, As Go  Giles, Joseph  Gilford, J.  Gitlgallon, Gilgallion, Gilgallon, Gilgallon, Gilgallon, Gilgallon,  Gilhorn, P.  Gill, Davis  Ann Annie Katie Mary Nellie William  F.  Gill, George  Gill, George  Gill, Minnie  Gillespie, Gillespfe, Gillespte, Gillespie, Gillespie,  Gillespie,  Belle Bridget J. Hs James Jennie  Wilber  Gilley, Michael  Gillhooley,  Joe  Gillingham, Charles  Gillis, Angus  Gillis, Katherine  Gillpatrick, Anna L.  Gillpatrick, E. P.  Gillpatrick, Ernest M.  72 35 40 34  10  11  36 34 41 30 25 35 35 55 35 18 16 10 26 22 32 27  27  45  12  x S&S + Hw EF F&F SF F&F KF HF KF KF HH HH He RF KR RF KF KF 4 HF HF HH HF BF EK  So UW F&F NB NY PK KW WD  n A DA NU HW HY BW WwW HSH HSH NY N YB HY WNW  -  Nb WwW WN  _30  13  68  34  34 34 34 .34  34  22  14 37 48  7  10  . LO  LO  24 43  43  46  46  . 29  .29  29  15 17 47 31 33 34  32  35  30 38  32  11  14  (12  29 18 28 19 20  30  17 26 42 43 L4  13 ","/img/derivatives/iiif/images/01010ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01010ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01010ci/manifest.json,census
01011ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1011,cmhc_item,"Gillpatrick, Kate B.  Gillpatrick, Mary  Gillpatrick, Rufus  Gilman, E. C.  Gilmer,  C. Le  Gilmer > Gs. M,  Gilmer, Joseph R.  Gilmer, May  Gilmer, Phebe  Gilmer > T. Bae  Gilmon, A. A.  Gilmon, G. S.  Gilmore, Gilmore, Gilmore, Gilmore, Gilmore, Gilmore, Gilmore, Gilmore, Gilmore, Giltner,. Giltner,  Gimsell,  Carry Frank Harrison James John Mike Nancy P. S.- Tom Amos Mary  William  Gipson, E. P.  Gipson, Tilly  Gisin, Gottlieb  Gisin, Mary  14 41 16 35 23 65 13 ll 59 19 45  20  25  45 13 30 33 22 L5 65 62 28 36 34 29  28  a 5 3 - SF SS SF KF KF TP FE RF K KF SF DB RF RF KR TH FH RF RF RF KF BR SH  ~- A HW Oo  NO ®F wWK N AN AK A HF A FW FH  N  29  .29  29  17 31 30  31  31  31  31 40-  40 13  10° 130 AL3.  13  16 13 17 13 38 38 94 12  12  ‘il “10 12  ‘13  50  11 12 31 12 30 26 29 38  27  28  28  48  49  43 23 24 44  45 ","/img/derivatives/iiif/images/01011ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01011ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01011ci/manifest.json,census
01012ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1012,cmhc_item,"Givens, William  Givin, G. Gladden, Gladden,,. Gladden, Gladden, Gladden, Gladder, Gladder, Gladder, ‘Gladder, Gladder, Gladder , Gladhill, Gladhill, Gladhill, Gladhill, Glascock, Glatell, Glativin, Glatton, Glauner, Gleason, Gleason, Gleason, Gleason, Gleason,  Gleason,  Frank James Jesse Joseph Nellie  George  Georgia C. .  Grace John E. M.  We. Je Clara Laura Theo. Thomas Charles  Clara H. W.  Susie  Louis  E. J«  Edward  Ellen  Gilbur  Jennie  Mary  32  22  33  25 44  10  16 38 19 17 23 14 17 52 24 26 35 22 14 33 40 33 26  30  mM om oe lUlURlUlCURlUlUllUlUlUKllCO KOO aK OCU lUrRhCUrlCUrKULUCUCU  29  12.  27  (27. 27. 27. 27. 37... 27 37. 37.  37 |  37 30  30  -30  31  29  34  18  60  “29  22  35  .22 14. 57  46  an wu N © OO Ff  (27  10  47 ""45  “48  49  46  ‘48  47 49 20 34  11 33 21 36 50 35 50  13  24 ","/img/derivatives/iiif/images/01012ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01012ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01012ci/manifest.json,census
01013ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1013,cmhc_item,"Gleason, Gleason, Gleason, Gleason, Gleason, Gleason, Gleason, Gleason, Gleason,  Gleason,  Gleichmann,  Gleichmann, Elizabeth  Glenney, Gleson, Gleson, Gleson, Gleson,  Gleson,  Mary — Pe Patrick Patrick Phil D. Viola William William William  William  Sam Barbara Frank Kate Thomas  Thomas  Gloegren, John  Glousen,  Glover, Joseph H.  Harry  Gluet, Rigar  Gnaxfield, J. Me.  Gnisel,  William  Goad, Thomas  Gober, George  Gober, Marion  Goblanisky, J.  Charles  37  38  35  40  40  34  12  58  30  30  34  42  35  40  31  33  44  30  30  21  33  33  x © © &® & &F B&B KR KF F&F SF KF BS KF FY KF HH RF BF RF RF KR HF BF RB KB KE A  Nb NHN WwW  ow A WwW WW Ww HDR FF A DA A NY WwW W  ay  wo WN ui  S57  97.  54.  35 22  22  22 |  46  a7 |.  22  78  78  60  L7  17 |  17  34  £7-  18  25 -  90  31  31  73 |  14  “11  32  49 39  38  34  25  12  37  45  46  10  13  12  36  ll  25  35  -4l  . 18  25  35  32  33 ","/img/derivatives/iiif/images/01013ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01013ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01013ci/manifest.json,census
01014ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1014,cmhc_item,"Gobric, Allie  Gobric, Freddie  Gobric » M,  Gobric, Mary  Gobric, Peter  Gobric, Walter  Godat,  Godat, -Godat,  Godat,  Godat, »  Godat, Godat,  Godat,  Carrie Charles Edward . G. Aa Ida Juna Louts) Stella  Stella  Goddard, Bessie  Goddard, L. M.  -Goddard, Ls Me  Goddard, R. Ke  Godfrey, Fred  Godfrey, Peter  Godley, William  Goff, Goff, Goff,  Goff,  Abigail Anne David  James  Goffett, C. M,  Golden, Hattie  33 6m  35  48  16  39 19 35  47  29 29 30 52 29 66 34 28  21  tS S SS + 4 FF KF SB SH Hy KF Sy te yy ZF Hy me KR SF SC HF EF KG Hh Hy B  WwW Ww WwW WwW WwW WwW WwW WwW WwW WwW WwW WwW WwW WwW WwW W WwW W W WwW  =  Ww WwW YU a ww QW nN  90.  90  90. 90 | ane 20.  46°  46 46 46 46 46 46 46 46  54  54 |  54  54 98. - 60 - (50.  .-13  30  13  50 . 45 "" 42  ‘ll  12  13  ‘.10  25  26  28  ‘21  24 29 27 22 23 42 4l  44  - 43  21  35 50 42 49 41 13  22 ","/img/derivatives/iiif/images/01014ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01014ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01014ci/manifest.json,census
01015ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1015,cmhc_item,"Golden, Golden, Golden, Golden, Golden, Golden,  Golden,  James John John Kate Margaret Mary  William  Goldenberg, Mack  Goldenberg, Mark  Goldenberg, Rose  Golding, Maud E.  Golding, Phillip  Goldner, G,  Goldsmidt, Albert  Goldsmidt, Eddie  Goldsmidt, Jacob  Goldsmidt, Moses  Goldsmidt, Nettie  Goldsmidt, Sarah  Goldsmith, M.  Goldwaithe, George  Goldwaithe, Lucy  Gollar,  M.  Gollopitch, Jacob  Golob, Joe  Golobitch, John  Golope,  Anton  28 32  6m  27  30 28 26 36 38  40  14 40 22 16 38 35 43 40 40 24 29 21  26  yo?t ty SF FF  S&S © & & & 4 & RF HH YS SF KF RF KF RR KF KF THT FT BF EF RB  Nw NHN NY WN  N  hy Vw oN oN  FF Ww HW WN  =  w Ww Ww WwW Ww NY N WwW  20 51 20 20 20  20  59  39.  39  39  41  73. 42 42  14 14 14 13  14  owMw 06 © O© & &  32 50 37 34  36  33  35 47 27 48 40 39 10 22 23 20 17  19  21  18  ‘29 .30  . 34  38  33 ","/img/derivatives/iiif/images/01015ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01015ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01015ci/manifest.json,census
01016ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1016,cmhc_item,"Golope, Joe Golvato, M. Gonselus, A. Gooddell, Harrison Goodell, Allie Goodell, Clara Goodell, M. J; Goodell, R. E. Goodell, R. E. Jr. Goodin, William Goodlander, John Goodman, J. H, Goodman, Mary L. Goodman, R. A. Goodman, W. F. Goodmaugh, Anne Goodness, Jerry Goodrell, E. Goodrich, Anne Goodrich, C. Goodrich, Joseph Goodrich, Mollie Goodrich, Thomas Goodwill, A. J. Goodwill, Andy Goodwill, John Goodwin, Charles  Goodwin, Katie  25 38 32 49 17 21 51 56 14 24 26 63  23 28 39 25  53  40 50  25  26 55 24  26  tf & & SF F&F HF KF KF FH KF KF FH KF HY FH F KF KF KF KF HF TH FH KF KF KF SB  WwW WwW Ww WwW WwW Ww WH WW  e  yw &wW RB Nw F&F NY N PP NHN KN UU AW WN  14  76  42 10  10  10°  1O  10  19  13  39  39.  39  39  18  19  48  :23  23 21 23 23  14  12  ilG  49  39  _ 24 35  _ 24  20  17  16  15  L4 18  ‘41 «|  25  46  45  44  43  25  23 16 14 29 15 17 39 13 41 23  L5 ","/img/derivatives/iiif/images/01016ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01016ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01016ci/manifest.json,census
01017ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1017,cmhc_item,"Goodwin, Goodwin, Goodwin, Goodwin, Goodwin, Gooley, Gooley, Gooley, Gorden, Gorden, Gordon, Gordon, Gordon, Gordon, Gordon, Gordon, Gordon, Gordon, ‘Gordon, Gordon, Gordon, Gordon, Gordon, ‘Gordon,  Gorhan,  Maggie Mina Nora Tim  We. Re Julia Martin William A.  Andy Alex Birdie E. Le J. We Jane John Joseph M. Mary Samuel Samuel Sarah William William  Robert  Goris, George  Gorman,  Gorman,  A.  Catherine  27  27  30  27  26  24  4m  23  57  33  32  50  24  32  41  31  53  29,  29 30 25 25 34 28  42  my #@ e Be Fe Rf Fe EF SF HS Ht RF RF + BF BF FH FR FS FF RB FS HH SF SF FH FH  uu u  oO wu wow  bw wWihw w  Nb WwW N  > oN  bw wa WwW a  am  ww  -  39 49 .39 .39 31 27 .27  27  94.  81  '30  53.  91 96  53  91  45  71°  53  67  43.  96  35  14  . 24  13 12 21 48 47 49  48  30 14 11 22 34. 13 40 35  14  46 13 33 35 46  14 ","/img/derivatives/iiif/images/01017ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01017ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01017ci/manifest.json,census
01018ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1018,cmhc_item,"Gorman, Charles Gorman, Dan Gorman, Ellen Gorman, Jennie Gorman, John Gorman, Mary Gorman, Mike Gornick, George Goshen, William Goslin, A. M. (Gasslin) Gosline, John Goss, S. F.:  Gost, Joe  Gostill, Joe Gotian, Albert Gotian, Lisa Gotschafer, Antone Gotschafer, Joe  Gough, Clarence  Gough, Gough, Gough,  Gough,  Gough,.  Gough,  Gough,  Gough,  Gough,  Clark  Jennie Jennie Jennie Maudie Robert Robert Robert  Robert  (Goff)  Be  (Goff)  (Goff)  (Goff)  29  28 32 10 41 25 27 27 25 27 33 35 31 25 40  33  32  32  33  33  10  10  mB & & & 8S FD St wy RF FF FS F&F FH SF FE KF RF RF BF SF RF RF FT KR HH BW RF BS  No  fF Ww WwW Ww Ww WwW WwW NH W Ww NH Ww NHN N NHS NYP DN  28  35  35  35 13  53  58  58  . 43  15  ‘94  94 15 15 13 49 12 49 49  12  ‘49  12  . 49  12  . 50  - 16 -50  49  15  13  31  -:17  1:48  13  : 20  19  18  - 18 47 ‘17  (14  50 13  46  ~15  48 ","/img/derivatives/iiif/images/01018ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01018ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01018ci/manifest.json,census
01019ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,1019,cmhc_item,"Gough, Gough, Gould, .Gould, Gould, Gould, Gould,  Gould,  Walter Walter (Goff) As Aa  E. Se  Lida  Ns W.,  Re C.  Samuel  Gouterman, G. A.  Gowen, Gowen,  Goza,  Cc. F.  F. E.  Sam  Grabbard, Anna  Grabert, Charles  Grabert, George  Grabert, Hazel  Grabert, Lulu  Grabert, Mary  Grabert, Walter  Grace, Grace, Grace, Grace, Grace, Grady, Grady,  Grady,  Eva  He. M. Ida  Le Fe Michael Nanna Patrick  Thomas  Grafferd, Mabel  45 17 26 34  45  26 21 23 18 20 38  12  34  13  48 22 26 30 31 29 23  27  7k RF + FS RF He Re A RF SS Tt He RF BF AH RF K KF SF FF KF KF SH HH mM KR SR  NON NO &  ~  Ny NHN WN  OW &£- Ff F WH WwW F Ww F WwW Ww W W WwW W WwW  49.  12..  54  54  54  . 36  12  12  42  - 88  27  _ 27  27  . 27  27  27  93  93.  125.  17.  “17. 32. .  —. 57  16  11 48 44 42  10  28 31 33 32 29  30  10 49 Ll  50  36  13 ","/img/derivatives/iiif/images/01019ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01019ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01019ci/manifest.json,census
00102ci,1870 Lake County Census,1870ci,,,,,,,2023-01-29,,,102,cmhc_item,  ,"/img/derivatives/iiif/images/00102ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/00102ci/full/1140,/0/default.jpg",/img/derivatives/iiif/00102ci/manifest.json,census
