pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,format,source,order,layout,text,thumbnail,full,manifest,collection
00807ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,807,cmhc_item,"INDEX FOR 1885 SPECIAL CENSUS  LAKE COUNTY, COLORADO  SOP COUNTY PUELaS LIBRAM BLS MARRISON AYE, =” CHABVILLE, GOLD. 80481  Prepared by Historical Research Cooperative Leadville, Colorado  1984 ","/img/derivatives/iiif/images/00807ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/00807ci/full/1140,/0/default.jpg",/img/derivatives/iiif/00807ci/manifest.json,census
00808ci,1885 Lake County Census,1885ci,,,,,,,2023-11-02,,,808,cmhc_item,,"/img/derivatives/iiif/images/00808ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/00808ci/full/1140,/0/default.jpg",/img/derivatives/iiif/00808ci/manifest.json,census
01420ci,1900 Lake County Census,1900ci,,,,,,,2023-11-02,,,1420,cmhc_item,  ,"/img/derivatives/iiif/images/01420ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01420ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01420ci/manifest.json,census
01430ci,1900 Lake County Census,1900ci,,,,,,,2023-11-02,,,1430,cmhc_item,"$5-1007  INDEX FOR 1900 CENSUS  LAKE COUNTY, COLORADO  LAKE COUNTY PUBLIC LIBRARY 115 HARRISON AVE. =, LEADVILLE, COLO. 90461  Prepared by Histortcal Research Cooperative Leadvitie, Colorado  1985 ","/img/derivatives/iiif/images/01430ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/01430ci/full/1140,/0/default.jpg",/img/derivatives/iiif/01430ci/manifest.json,census
02095ci,1910 Lake County Census,1910ci,,,,,,,2023-11-02,,,2095,cmhc_item,CMHC 317.8840 UNI ,"/img/derivatives/iiif/images/02095ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02095ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02095ci/manifest.json,census
02101ci,1910 Lake County Census,1910ci,,,,,,,2023-11-02,,,2101,cmhc_item,"INDEX FOR 1910 CENSUS LAKE COUNTY, COLORADO  Lake County Public Library 1115 Harrison Avenue Leadville, Colorado 80461 Prepared by Historical Research Cooperative Leadville, Colorado  1985 ","/img/derivatives/iiif/images/02101ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02101ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02101ci/manifest.json,census
02105ci,1910 Lake County Census,1910ci,,,,,,,2023-11-02,,,2105,cmhc_item,"IMPORTANT FOREWORD  .The following pages are an alphabetical index to be used in _conjunction with the 1910 census for Lake County, Colorado. To derive the greatest benefit from this index, it is well that you,  the researcher, understand the difficulties encountered in compiling this aid. This knowledge will help you to deal with the complexities of the census.  A. Aptitude for spelling and writing does not now appear to have been prerequisites for early 20th-century census enumerators. In an era  when illiteracy was still an accepted way of life, this is not surprising. What is surprising is the occasionally creative, albeit erroneous, spelling of names.  Writing can appear in tangled, Victorian flourishes; cramped, near= sighted scratches; or lovely, fluid penmanship which has faded to near nothingness. Every style presents its own problems for deciphering the hidden message. Our version, copied as we saw it, may not coincide with your version, as you see it.  Questionable spelling of last names is considered to be one of the most prominent hazards within this work. All names have been recorded as interpreted by the Indexer in regards to careless writing, and as spelled by the enumerator except in those cases when other sources provide a more logical spelling. In these rare instances, the accepted spelling appears in alphabetical order and the name as it appears in the census follows in parenthesis. It is vitally important, therefore, that you search for every possible spelling variation, ""sounds-like,"" foreign and Americanized versions, and even reverse placement of names, i.e. James, Joseph instead of Joseph, James. You may even wish to run through all names within an alphabetical category for the name you desire.  B. Incompleteness in a census is not uncommon. A census can be incomplete in spite of a conscientious census-taker. However, there have been census- takers who took the job only for what they could get out of it or because it was assigned to them by legislative act. Many of these persons were not well qualified and did not satisfactorily fulfill their obligations. Many of the census schedules reflect this because the instructions which the enumerators received (or should have received) were not followed.  Some schedules list persons in a family by initials only. A few schedules list no places of birth or age. Sometimes families were not home when the census-taker made his visit and neighbors were asked to give the information, or if the assistant was personally acquainted with the family he would complete the schedules to the best of his own knowledge. There were also times when young children in the family provided the ""facts"" for the census enumeration if no one else was at home. ","/img/derivatives/iiif/images/02105ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02105ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02105ci/manifest.json,census
02507ci,1920 Lake County Census,1920ci,,,,,,,2023-11-02,,,2507,cmhc_item,  ,"/img/derivatives/iiif/images/02507ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02507ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02507ci/manifest.json,census
02513ci,1920 Lake County Census,1920ci,,,,,,,2023-11-02,,,2513,cmhc_item,"   93- 940        LAKE COUNTY, COLORADO  1920 CENSUS INDEX  Transcribed by: Richard Cowling       ","/img/derivatives/iiif/images/02513ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02513ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02513ci/manifest.json,census
02517ci,1920 Lake County Census,1920ci,,,,,,,2023-11-02,,,2517,cmhc_item,"Sheet  Line  Location  ENUMERATION DISTRICT 75  1A/1B  2A/2B  3A/3B  4A/4B  5A  1-4 5-50 51-72 73-100 1-100 1-47 48-52 53-100 1-22 23-88 89-95 96-97 98-100 1-10 11-13 14-18 19-21 22-24  E. 6th St. Harrison Av. E. 8th St. W. 6th St. W. 6th St. W. 6th St. Leiter Av. W. 7th St. W. 7th St. E. 7th St. Poplar Unreadabile E. 8th St. E. 8th St. Harrison Av. Pine St.  W. 6th St. W. 7th St.  ENUMERATION DISTRICT 76  1A/1B 2A/2B  3A/3B 4A/4B  5A/5B  6A  1A/18B  2A/2B     1-100 1-57 58-100 1-100 1-50 51-53 54-75 76-89 90-100 1-97 98-100 1-11 12-17 18-24 26-27 28-29  1-7 8-15 16-30 31-34 35-38 39-41 42-70 71-92 93-100 1 |. 2-27 37-50  W. 7th St. W. 7th St. Harrison Av. W. 8th St. W. 8th St. Leiter Av. Spruce (?) Pine St.  W. 9th St. W. 9th St. W. 10th St. W. 10th St. W. llth St. W. 13th St. None  W. 10th St.  ENUMERATION DISTRICT 77  12th St. Poplar St. E. lith St. Harrison Av. Poplar St. Hemlock St. E. llth St. E. 10th St. Poplar St. Poplar St. E. 10th St. Harrison Av.  Sheet  3A/3B  4A/4B  5A/5B  6A/6B  7A/7B  Location  E. lith St, E. 10th St. E. llth St. E. 10th St. Poplar St. Poplar St. E. 10th St. E, 9th St. Poplar St. E. 10th St, Poplar St. E. llth St. Harrison Av. E, 9th St. Poplar St. E. 95h St. E, 8th St. E. 8th St. Harrison Av. E, 8th St, E. 7th St. E. 8th St. E. 7th St. E. 6th St, E,. 6th St. Poplar St. E. 6th St. E. 5th St, Poplar St. E. 5th St. E, 4th St. E. 4th St. E, 5th St, E. 6th St. E, 8th St. E, 10th St. E, 9th St. Poplar St. Unreadable E, 9th St. Unreadable Poplar St. Harrison St. E., 8th St. Unreadable Unreadable E. 5th St. E. 4th St. E, 8th St, ","/img/derivatives/iiif/images/02517ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02517ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02517ci/manifest.json,census
02766ci,1930 Lake County Census,1930ci,,,,,,,2023-11-02,,,2766,cmhc_item,  ,"/img/derivatives/iiif/images/02766ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02766ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02766ci/manifest.json,census
02772ci,1930 Lake County Census,1930ci,,,,,,,2023-11-02,,,2772,cmhc_item,"INDEX FOR 1930 CENSUS LAKE COUNTY, COLORADO  Lake County Public Library 1115 Harrison Avenue Leadville, Colorado 80461  Prepared by Cindi Gillespie  LAKE COUNTY PUBLIC LIBRARY L115 HAIRISON AVE. LEADVILLE, COLO. 89461 ","/img/derivatives/iiif/images/02772ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02772ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02772ci/manifest.json,census
02776ci,1930 Lake County Census,1930ci,,,,,,,2023-11-02,,,2776,cmhc_item,"ENUMERATION DISTRICTS  The following clarifies the area within Lake County, Colorado, which falls into each Enumeration District.  Enumeration District #33-1: West 2"" Street — 100-200 blocks West 3"" Street — 100-200 blocks Chestnut Street — 100-400 blocks Elm Street — 100-400 blocks Front Street — 100 block  Pine Street — 100-200 blocks  Enumeration District #33-2: West 2™ Street — 300-700 blocks West 3” Street — 300-600 blocks West 4"" Street — 300-400 blocks West 5"" Street — 300 block Chestnut Street — 500-800 blocks Elm Street — 500-800 blocks Front Street — 500-600 blocks Leiter Street — 300 block  Maple Street — 300 block  Enumeration District #33-3:  East 2""™ Street — 200-400 blocks East 3™ Street — 100-400 blocks East 4"" Street — 200-300 blocks California Gulch  Harrison Avenue — 100-200 blocks Hemlock Street — 300 block  Oak Street — 100 block  Poplar Street — 300 block  North Toledo Avenue — 100 block South Toledo Avenue — 100-200 blocks  iv ","/img/derivatives/iiif/images/02776ci/full/250,/0/default.jpg","/img/derivatives/iiif/images/02776ci/full/1140,/0/default.jpg",/img/derivatives/iiif/02776ci/manifest.json,census
